id,road,house_number,neighbourhood,county
3629921240,28th Avenue Northeast,1615,N/A,King County
1775801340,Brook Trails Trail #16,15505,N/A,King County
3574801780,85th Place Northeast,14315,Simonds Estates,King County
7854800090,166th Place Northeast,11032,N/A,King County
4054530090,224th Court Northeast,13946,N/A,King County
8807900236,Dexter Avenue North,1706,Westlake,King County
1118001408,Lexington Way East,1216,Broadmoor,King County
9290850740,Northeast 103rd Street,21502,N/A,King County
3025059089,92nd Avenue Northeast,2213,N/A,King County
923000265,3rd Avenue Northwest,13215,N/A,King County
8901001335,23rd Avenue Northeast,11045,Victory Heights,King County
1523059066,Graham Avenue Southeast,269,N/A,King County
5249801785,46th Avenue South,4121,Columbia,King County
2190601055,Weyerhaeuser Way South,3119,N/A,King County
1917300025,Davis Avenue,1227,N/A,King County
3797000300,North 80th Street,719,N/A,King County
5332200026,Lake Washington Boulevard East,626,N/A,King County
3278602760,Southwest Graham Street,3002,N/A,King County
2721049059,34th Avenue South,36721,Jovita,King County
2172000750,60th Avenue South,12662,N/A,King County
1022069058,Southeast 212th Street,23401,Taylor Creek Meadows,King County
249000115,Northeast 26th Street,10610,Ashwood,King County
7214710300,Northeast 191st Street,19734,N/A,King County
192450300,438th Place Southeast,13826,N/A,King County
3356403820,Main Street,505,N/A,King County
8075400100,41st Avenue South,23654,N/A,King County
1982200245,Northwest 49th Street,327,N/A,King County
7905200037,44th Avenue Southwest,3636,N/A,King County
2597531030,Southeast 67th Place,15563,N/A,King County
5318100645,39th Avenue East,1523,N/A,King County
7504400850,216th Place Northeast,1740,N/A,King County
1761300110,125th Avenue Southeast,23109,N/A,King County
9390700100,Lakeview Boulevard East,1820,N/A,King County
7518503200,18th Avenue Northwest,7032,Whittier Heights,King County
3971700940,Northeast 198th Street,721,N/A,King County
1446403835,8th Avenue South,12915,Highline,King County
9183702251,Van de Vanter Avenue,719,N/A,King County
5589900590,Northeast 168th Street,2120,North City,King County
7227501745,Ferndale Place Northeast,643,Highlands Park,King County
2473350930,147th Avenue Southeast,16519,Fairwood Greens,King County
6450303820,North 143rd Street,14058,Bitter Lake,King County
5469000100,Burke Avenue North,16038,Meridian Park,King County
8679600100,126th Avenue Northeast,11007,N/A,King County
638100015,Southeast 113th Place,16100,N/A,King County
3241600015,36th Avenue South,8811,N/A,King County
6411600026,Corliss Avenue North,11539,N/A,King County
3179101050,Stanford Avenue Northeast,4808,Hawthorne Hills,King County
5363200266,Northeast 90th Street,3049,Wedgwood,King County
7518502490,18th Avenue Northwest,7017,Whittier Heights,King County
7732400490,Northeast 61st Street,14401,N/A,King County
5416510110,Southeast 269th Street,22840,Rock Creek Meadows,King County
8604900017,Northeast 80th Street,1010,N/A,King County
808300490,Northeast 138th Place,13802,N/A,King County
6855700115,Northeast 136th Street,1721,Kenwood,King County
9325800110,North 122nd Street,1333,N/A,King County
8121100015,38th Avenue South,3850,Columbia City,King County
8568700015,74th Avenue Northeast,15816,N/A,King County
6399600115,Dorre Don Way Southeast,23631,N/A,King County
5651010300,Northeast 200th Place,12703,N/A,King County
3423049311,44th Avenue South,18133,N/A,King County
7000100711,112th Avenue Southeast,3244,N/A,King County
5482700115,N/A,4455,Mercer Heights,King County
9349900110,20th Avenue Southwest,3706,Youngstown,King County
9328510100,Northeast 37th Place,17044,N/A,King County
6300500475,North Northgate Way,1413c,N/A,King County
7849200315,Falls Avenue Southeast,8250,Meadowbrook,King County
7813200115,71st Avenue South,12043,N/A,King County
2851200100,5th Avenue West,2576,N/A,King County
2823059055,117th Avenue Southeast,17466,N/A,King County
7853301560,N/A,34006,N/A,King County
9477001280,Juanita-Woodinville Way Northeast,N/A,N/A,King County
7905200147,45th Avenue Southwest,3808,N/A,King County
6190701110,Dayton Avenue North,17268,N/A,King County
871001500,40th Avenue West,3617,N/A,King County
2559950110,East Denny Way,1851,N/A,King County
3693900245,Northwest 70th Street,2841,Sunset Hill,King County
1023089140,434th Avenue Southeast,12023,N/A,King County
3026059085,Northeast 128th Lane,9100,N/A,King County
3575302345,Northeast 15th Street,1505,N/A,King County
1568100076,31st Avenue Northeast,14714,N/A,King County
6600400090,Southeast 308th Street,15019,N/A,King County
5451200110,84th Avenue Southeast,7611,N/A,King County
3204300090,25th Avenue East,1409,N/A,King County
3023039066,100th Avenue Southwest,17507,Roseballen,King County
3824100246,62nd Court Northeast,19615,N/A,King County
7768700315,Southeast Shoreland Drive,9329,Moorland,King County
4154305290,54th Avenue South,4901,Seward Park,King County
621069113,Southeast Covington-Sawyer Road,19501,N/A,King County
1523059201,Graham Avenue Southeast,5013,N/A,King County
1453602309,35th Avenue Northeast,12736,Cedar Park,King County
7518504291,Northwest 73rd Street,1916,Whittier Heights,King County
4058801240,Auburn Avenue South,10861,Lakeridge,King County
2313900165,40th Avenue Southwest,3265,Admiral,King County
2122059206,123rd Place Southeast,25523,N/A,King County
9282801720,South 113th Street,7811,Bryn Mawr,King County
9542840590,Southeast 262nd Place,24031,Woodridge,King County
2493200015,Southwest Sullivan Street,4218,Fauntleroy,King County
9550202870,Northeast 54th Street,337,Meridian,King County
98000750,Southeast 24th Way,2429,N/A,King County
7504010900,Sahalee Drive West,3123,N/A,King County
1370803820,Piedmont Place West,2439,Carleton Park,King County
1446401220,3rd Avenue South,12855,N/A,King County
868000615,Valmay Avenue Northwest,10831,Blue Ridge,King County
6625910100,123rd Avenue Southeast,9616,Glencoe,King County
3629870110,Northeast Kenilworth Lane,2035,N/A,King County
8651400750,Southeast 267th Street,19409,N/A,King County
925069111,224th Avenue Northeast,7807,N/A,King County
3352402250,Beacon Avenue South,11734,N/A,King County
4168000110,12th Avenue Southwest,31231,N/A,King County
5647900930,58th Avenue South,30544,N/A,King County
2523039278,Southwest 164th Street,1636,Gregory Heights,King County
6149700405,Interlake Avenue North,13723,Bitter Lake,King County
203100690,East Ames Lake Drive Northeast,3117,N/A,King County
4410600100,27th Avenue South,N/A,NewHolly,King County
3223059303,115th Place Southeast,17701,Kinkade,King County
522069097,208th Avenue Southeast,20025,N/A,King County
2023069059,209th Avenue Southeast,14734,N/A,King County
7987400356,Southwest Hinds Street,3017,N/A,King County
461005360,Dibble Avenue Northwest,7060,Whittier Heights,King County
461004195,12th Avenue Northwest,7022,Whittier Heights,King County
9547204350,20th Avenue Northeast,7341,Ravenna,King County
2331300025,North 68th Street,535,N/A,King County
2288000090,Southeast 59th Street,9249,N/A,King County
5525400300,135th Avenue Southeast,8537,Olympus,King County
9523103001,Fremont Avenue North,6211,N/A,King County
5249802460,South Snoqualmie Street,4615,Columbia,King County
7000100850,113th Avenue Southeast,3244,N/A,King County
9477000300,Northeast 146th Street,14529,N/A,King County
8121100265,39th Avenue South,3824,Columbia City,King County
2817100900,Southwest 257th Street,7615,N/A,King County
3578700017,Northeast 152nd Street,9010,Stonehedge Village,King County
7550800195,28th Avenue Northwest,2803,Sunset Hill,King County
3449900090,Northeast 9th Place,4137,Hidden Creek,King County
9232900165,2nd Avenue Northwest,9247B,N/A,King County
1137300900,Northeast 146th Way,18230,N/A,King County
2617370090,95th Place Southwest,17413,N/A,King County
5452301800,82nd Avenue Southeast,2242,Beaumont,King County
6648760100,54th Place South,29244,N/A,King County
798000337,5th Avenue South,11447,Beverly Park,King County
1737300110,92nd Avenue Northeast,19223,N/A,King County
2817800100,121st Place Southeast,19254,N/A,King County
5700003640,Shoreland Drive South,2620,N/A,King County
824069156,Southeast 27th Place,2726,N/A,King County
1997200165,Densmore Avenue North,8845,Licton Springs,King County
4083301645,Burke Avenue North,4106,N/A,King County
3880900245,West Olympic Place,308,Uptown,King County
1322059002,Southeast 224th Street,17405,N/A,King County
2426039313,Greenwood Avenue North,13435,Bitter Lake,King County
6448000090,86th Avenue Northeast,1216,N/A,King County
8005100025,Washington Avenue,1117,N/A,King County
2891000750,21st Street Northeast,1910,N/A,King County
5456000110,Southeast 40th Street,9765,N/A,King County
5393601050,South Walker Street,1923,N/A,King County
2979801095,Roosevelt Way Northeast,7553,N/A,King County
6840701095,25th Avenue,354,N/A,King County
2221000100,140th Place Southeast,19313,N/A,King County
5070000100,Shattuck Avenue South,3509,N/A,King County
3793501450,232nd Court Southeast,25911,Katesridge,King County
321079066,333rd Avenue Southeast,29212,N/A,King County
2026049125,Northeast 135th Street,1231,N/A,King County
1844500025,Sunnyside Avenue North,18026,Meridian Park,King County
3541600405,18th Avenue Southwest,13672,Hurstwood,King County
1823049202,Southwest 130th Street,416,Inglesea,King County
1823049202,Southwest 130th Street,416,Inglesea,King County
1563100705,59th Avenue Southwest,4026,N/A,King County
7968200090,South 275th Place,2717,N/A,King County
5379802816,South 166th Street,4816,N/A,King County
3340401570,South 15th Street,306,Talbot Hill,King County
7300700056,5th Avenue Northeast,16121,N/A,King County
1257201130,North 62nd Street,2343,Meridian,King County
7526400100,171st Place Southeast,4320,N/A,King County
7504400750,216th Place Northeast,1824,N/A,King County
1525059112,Kanter Lane,13240,N/A,King County
7300410300,Southeast 301st Street,30043,N/A,King County
1326039039,Greenwood Avenue North,15715,N/A,King County
8100400110,Northeast 32nd Street,17213,N/A,King County
6385900090,South 151st Street,3011,N/A,King County
7229000025,129th Avenue Southeast,17237,N/A,King County
6145602355,North 100th Street,326,N/A,King County
3600057,30th Avenue South,2522,N/A,King County
4040200490,147th Avenue Northeast,514,N/A,King County
2919201095,North 84th Street,123,N/A,King County
5248800625,22nd Avenue South,5514,N/A,King County
1257201295,North 60th Street,2340,Meridian,King County
3342700371,North 37th Street,1103,Kennydale,King County
1724079013,308th Avenue Southeast,4454,N/A,King County
2770606822,Williams Avenue West,4252,Lawton Park,King County
5706201930,Mount Kenya Drive Southwest,340,N/A,King County
8731800300,24th Avenue Southwest,32205,Twin Lakes,King County
3751600457,51st Avenue South,34504,N/A,King County
9169100214,Southwest Cloverdale Street,4607,Fauntleroy,King County
809000820,Blaine Street,115,N/A,King County
9460000110,Maple Avenue Northwest,369,N/A,King County
7888780090,Southwest 346th Place,3126,N/A,King County
2423059067,Southeast Jones Road,16807,N/A,King County
1331900110,Northeast 167th Court,16619,N/A,King County
6600490300,19th Avenue South,26714,Woodmont,King County
6042000090,Northeast 195th Court,19528,N/A,King County
7846700850,Bendigo Boulevard North,227,N/A,King County
5381600110,South 175th Street,4829,N/A,King County
3459100300,Northeast 200th Place,5471,N/A,King County
8151600590,22nd Avenue Southwest,11029,Shorewood,King County
7936000252,Southwest Jacobsen Road,4853,N/A,King County
2825059256,126th Avenue Northeast,2309,N/A,King County
1925069006,N/A,3450,N/A,King County
1274500300,Southeast 265th Street,17335,N/A,King County
7129304085,South Fletcher Street,5401,Rainier Beach,King County
104540820,18th Avenue Southwest,32322,N/A,King County
9272200090,Sunset Avenue Southwest,1305,N/A,King County
1787600164,Northeast 133rd Street,325,N/A,King County
8127700215,29th Avenue West,2518,Lawton Park,King County
7348200115,43rd Avenue South,14015,N/A,King County
7752200100,Northeast 24th Street,2404,N/A,King County
3904901570,Southeast 44th Street,24211,Hunter's Ridge,King County
1238501116,Northeast 92nd Street,11624,N/A,King County
9392500100,South 268th Street,3743,Star Lake,King County
7857003465,24th Avenue South,5954,N/A,King County
4038700930,Northeast 5th Street,17130,Bretton Wood,King County
6979920090,Northeast Ames Lake Road,3046,N/A,King County
1515920090,162nd Avenue Southeast,26124,Fairfield,King County
2473100090,Southeast 170th Street,13706,N/A,King County
6402700100,124th Avenue Northeast,10533,N/A,King County
104530490,Southwest 327th Street,1512,N/A,King County
2487200940,47th Avenue Southwest,9247,Fauntleroy,King County
6132600315,Northwest 98th Street,2603,North Beach,King County
6848200475,East Harrison Street,502,N/A,King County
2141310490,Southeast 50th Street,15521,N/A,King County
7571200110,46th Avenue Southwest,4604,N/A,King County
5072300100,Southwest 177th Street,328,N/A,King County
3342103148,North 36th Street,1501,Kennydale,King County
1770000090,Northeast 159th Street,18605,N/A,King County
8658303585,West Entwistle Street,31720,N/A,King County
1115400090,Southeast 47th Place,13068,N/A,King County
4400800061,Northeast 192nd Street,4621,N/A,King County
4137000590,50th Street Southeast,813,N/A,King County
809000945,Hayes Street,202,N/A,King County
4397000100,Southeast 244th Street,14621,N/A,King County
3426049031,Sand Point Way Northeast,8770,Lavilla,King County
4310702775,Interlake Avenue North,9245B,Licton Springs,King County
8965450110,Southeast 48th Place,16473,N/A,King County
2887700805,19th Avenue Northeast,8205,N/A,King County
1446401460,3rd Avenue South,13259,N/A,King County
225039175,24th Avenue Northwest,7349,Loyal Heights,King County
1151100165,Southeast 135th Street,42021,N/A,King County
4330600301,4th Avenue Southwest,14304,N/A,King County
2767602141,17th Avenue Northwest,1560,N/A,King County
2767602141,17th Avenue Northwest,1560,N/A,King County
2223089048,Southeast 149th Street,43525,N/A,King County
3693900985,Northwest 68th Street,3028,Sunset Hill,King County
3574801790,85th Place Northeast,14309,Simonds Estates,King County
2568800121,Northeast 105th Street,3223,Alicia Park,King County
5249804560,52nd Avenue South,4808,Lakewood,King County
7811100100,N/A,13756,N/A,King County
6116500300,Sylvester Road Southwest,17229,N/A,King County
2489200165,38th Avenue Southwest,6914,High Point,King County
425079100,Northeast 88th Street,32284,N/A,King County
1828001220,157th Drive Northeast,5406,N/A,King County
5602000025,Pioneer Street,1560,N/A,King County
191101015,91st Avenue Southeast,4736,N/A,King County
4249000100,Northeast 73rd Street,15242,N/A,King County
7877400266,31st Street Southeast,304,N/A,King County
7657000165,79th Avenue South,12043,N/A,King County
4302200535,17th Avenue Southwest,8652,Highland Park,King County
369000881,West Thurman Street,2417,Lawton Park,King County
7527200110,Southeast 21st Street,19341,N/A,King County
1561600025,Southeast 24th Place,10414,N/A,King County
2813100100,Southwest Stevens Street,4723,Admiral,King County
3179100755,Purdue Avenue Northeast,4508,Hawthorne Hills,King County
1422700110,South 150th Street,4033,N/A,King County
1075100090,North 197th Place,1647,N/A,King County
7338402690,South Portland Street,2851,N/A,King County
5451210100,86th Avenue Southeast,7515,N/A,King County
7523900300,South 250th Place,1833,Zenith,King County
7237300090,Southeast 258th Street,16033,Fairfield,King County
4083303815,Densmore Avenue North,3826,N/A,King County
6117501015,Marine View Drive Southwest,18975,N/A,King County
6700390100,Southeast 221st Place,11419,N/A,King County
7334401450,Southeast 149th Street,43735,N/A,King County
8588000315,South 317th Street,903,N/A,King County
3121500100,234th Place Northeast,7700,N/A,King County
726049202,North 167th Street,903,N/A,King County
3629760110,Northeast High Street,1727,N/A,King County
8692800025,22nd Avenue South,5941,N/A,King County
4392200165,229th Place Southeast,30700,N/A,King County
1023089228,Maloney Place Northeast,619,N/A,King County
7625702615,Fauntleroy Way Southwest,5915,Morgan Junction,King County
8081030090,155th Place Southeast,6124,N/A,King County
2201500490,Southeast 41st Street,15121,N/A,King County
7853250090,Silent Creek Avenue Southeast,6912,N/A,King County
7133300044,14th Avenue South,1337,N/A,King County
293700110,Northeast 203rd Street,21732,N/A,King County
4038100110,158th Place Southeast,315,N/A,King County
7697870600,Southeast 261st Place,11912,Seven Oaks East,King County
8847400115,272nd Avenue Southeast,26228,N/A,King County
7853240100,Upper Trail,6708,N/A,King County
326049058,36th Place Northeast,18492,N/A,King County
8732800090,South 184th Street,4261,N/A,King County
2526059086,N/A,12385,N/A,King County
2391600165,48th Avenue Southwest,4420,N/A,King County
7225000090,Wells Avenue North,434,North Renton,King County
1868901295,27th Avenue Northeast,6025,University Park,King County
6072100490,Southeast 65th Street,6414,N/A,King County
2522069064,Southeast 271st Street,27515,N/A,King County
806800090,124th Place Southeast,29650,N/A,King County
7228500375,23rd Avenue,937,N/A,King County
2891100820,R Street Northeast,1918,N/A,King County
8564850300,453rd Place Southeast,1670,N/A,King County
3861400061,104th Avenue Southeast,2037,N/A,King County
3343903647,Northeast 24th Street,2402,Kennydale,King County
809002680,Newton Street,106,N/A,King County
5450300195,85th Avenue Southeast,4040,Mercer Heights,King County
1231001110,South Mayflower Street,5203,Seward Park,King County
6303401050,Southwest 112th Street,1626,Shorewood,King County
1003400245,38th Avenue South,18504,N/A,King County
7468900245,12th Street Southeast,1108,N/A,King County
5021900265,86th Avenue Southeast,3738,Fortuna,King County
8100900015,17th Avenue South,5912,Van Asselt,King County
573000490,42nd Avenue West,5622,N/A,King County
4022900837,Northeast 205th Street - 244th Street Southwest,3037,N/A,Snohomish County
475001295,Northwest 50th Street,326,N/A,King County
5256500025,Wallingford Avenue North,16335,Meridian Park,King County
2767601390,Northwest 63rd Street,2226,N/A,King County
6700400110,112th Place Southeast,22124,N/A,King County
8860300300,163rd Place Northeast,9721,Education Hill,King County
3738900165,23rd Avenue Northeast,14747,Briarcrest,King County
1314300018,Rainier Avenue South,5977,Brighton,King County
3992700265,Northeast 115th Street,3820,N/A,King County
1105000296,51st Avenue South,6349,Brighton,King County
1773100121,Delridge Way Southwest,4733,Youngstown,King County
7585000110,50th Avenue South,34050,N/A,King County
822069112,Southeast 216th Way,20910,N/A,King County
5423030300,Southeast 45th Street,4473,N/A,King County
1387301730,110th Place Northeast,15307,N/A,King County
4447300008,31st Avenue Northwest,8383,Loyal Heights,King County
6413600123,8th Avenue Northeast,12046,N/A,King County
3288100100,120th Place Northeast,14413,N/A,King County
6127600110,55th Avenue Northeast,6811,View Ridge,King County
3423049165,47th South Avenue,4455,N/A,King County
1233100601,126th Place Northeast,8121,N/A,King County
3422059085,Southeast 272nd Street,13905,N/A,King County
9294300600,56th Avenue Northeast,7017,Sand Point,King County
7282900025,Dayton Avenue North,N/A,N/A,King County
2526059076,164th Avenue Northeast,12812,N/A,King County
5451100490,87th Avenue Southeast,7221,N/A,King County
126059097,N/A,19742,N/A,King County
7739100015,Burke-Gilman Trail,16819,N/A,King County
9828702251,25th Avenue East,131,N/A,King County
9558040820,Southeast 167th Avenue,16638,Woodside,King County
1437580600,259th Place Northeast,215,N/A,King County
5469502460,Southeast 249th Place,13557,Meridian Valley Country Club,King County
2919701105,8th Avenue Northwest,656,Whittier Heights,King County
952003585,37th Avenue Southwest,4107,N/A,King County
3066400750,216th Place Northeast,2026,N/A,King County
2607740100,Hemlock Avenue Southwest,1230,Forster Woods,King County
793200100,153rd Place Southeast,1402,N/A,King County
6744700900,Northeast 157th Place,3938,N/A,King County
1828300100,Northeast 128th Street,8530,N/A,King County
1118000110,Broadmoor Drive East,1404,Broadmoor,King County
9297301015,32nd Avenue Southwest,4118,N/A,King County
585000008,Southwest Prince Street,5008,Admiral,King County
4070700300,3rd Avenue South,437,N/A,King County
3026079031,276th Way Northeast,12930,N/A,King County
2781250750,240th Avenue Southeast,28159,Glacier Trails,King County
203100625,East Ames Lake Drive Northeast,3235,N/A,King County
687600110,Northeast 30th Place,11736,N/A,King County
2473372250,155th Place Southeast,16812,Fairwood Greens,King County
7974700112,41st Avenue Northeast,6051,Hawthorne Hills,King County
2330000015,128th Avenue Northeast,154,Belridge,King County
7230300100,171st Avenue Southeast,14714,N/A,King County
2133010110,279th Place Northeast,14311,N/A,King County
4389201250,Northeast 5th Street,9235,N/A,King County
3383900057,East Howe Street,257,Eastlake,King County
2424410110,Southeast 76th Street,43404,N/A,King County
3126049436,N/A,9219,Licton Springs,King County
9238500100,Northeast 202nd Street,15338,N/A,King County
9828700900,East John Street,209,N/A,King County
686400930,169th Avenue Northeast,2410,N/A,King County
5515600088,South 316th Street,3425,N/A,King County
1254200015,24th Avenue Northwest,7053,N/A,King County
1254200015,24th Avenue Northwest,7053,N/A,King County
1523049209,South 144th Street,4640,N/A,King County
561000300,60th Avenue South,10636,Rainier Beach,King County
399000195,South 119th Street,6228,N/A,King County
2540700110,Northeast 12th Street,8615,N/A,King County
2523089097,Southeast Edgewick Road,16928,N/A,King County
3026079055,278th Avenue Northeast,12125,N/A,King County
1105000011,South Graham Street,4859,Brighton,King County
5113400535,13th Avenue West,2806,Interbay,King County
3876301140,121st Avenue Northeast,14214,N/A,King County
1523049188,Macadam Road South,14245,N/A,King County
5621100115,48th Avenue South,8115,Dunlap,King County
4219401080,49th Avenue Northeast,3665,N/A,King County
2112700600,12th Avenue Southwest,7763,Highland Park,King County
3222049112,South 280th Street,28004,Redondo,King County
622059019,92nd Avenue South,20110,N/A,King County
9348700490,174th Place Northeast,17402,N/A,King County
9259900025,Northeast 123rd Street,1100,N/A,King County
3022059066,97th Avenue South,26430,N/A,King County
1777500090,Southeast 42nd Place,15818,N/A,King County
3885803245,17th Avenue West,741,N/A,King County
8819901030,37th Avenue Northeast,5712,N/A,King County
2623069067,Southeast 162nd Street,25006,N/A,King County
8635700025,132nd Avenue Northeast,8520,N/A,King County
98020300,Southeast 29th Place,2905,N/A,King County
7243500025,36th Avenue South,8309,N/A,King County
3329510850,53rd Avenue South,29772,N/A,King County
9521100855,Linden Avenue North,4507,N/A,King County
723049156,2nd Avenue Southwest,12705,N/A,King County
723049156,2nd Avenue Southwest,12705,N/A,King County
5130000090,83rd Place Northeast,18325,N/A,King County
8562400025,Northeast 15th Street,10436,Ashwood,King County
5706201140,Mount Jupiter Drive Southwest,355,N/A,King County
3034200198,Corliss Avenue North,12575,N/A,King County
4077800017,Exeter Avenue Northeast,10724,N/A,King County
1245500099,Forbes Creek Drive,9825,N/A,King County
4435000705,34th Avenue South,17052,N/A,King County
4435000705,34th Avenue South,17052,N/A,King County
2225059118,134th Avenue Northeast,3209,N/A,King County
5126900405,Southeast 6th Street,3624,Maplewood Glen,King County
5603800110,135th Avenue Southeast,4272,N/A,King County
2426059076,Northeast 140th Court,16707,N/A,King County
3260200110,128th Avenue Southeast,12600,Belridge,King County
4235401055,33rd Avenue West,4250,Lawton Park,King County
1550000463,Northeast 200th Street,31102,N/A,King County
1823049144,Southwest 132nd Street,927,Inglesea,King County
7012200215,3rd Avenue West,300,N/A,King County
5149300100,Southwest 307th Street,1427,Marine View Demarwood,King County
7335400215,L Street Southeast,325,N/A,King County
7227501450,Dayton Avenue Northeast,687,Highlands Park,King County
8146300025,111th Avenue Southeast,243,N/A,King County
3530540090,9th Place South,24832,Zenith,King County
9284802215,29th Avenue Southwest,5630,N/A,King County
1250202430,33rd Avenue South,1422,N/A,King County
1241900028,Northeast 87th Street,12925,N/A,King County
8691400600,274th Place Southeast,1319,N/A,King County
1118000301,Broadmoor Drive East,2010,Broadmoor,King County
3905081500,Southeast 41st Street,25756,N/A,King County
5611000090,40th Court Northeast,19752,N/A,King County
2013800705,South 240th Street,823,Zenith,King County
9276200850,48th Avenue Southwest,2646,Admiral,King County
2785000110,Southeast 3rd Street,136,Belridge,King County
2919702655,Northwest 84th Street,326,Crown Hill,King County
3942900115,24th Avenue South,6050,N/A,King County
5452301810,Southeast 24th Street,2250,Beaumont,King County
5104511730,Southeast 278th Street,24708,Maple Woods,King County
3923400123,29th Avenue South,15059,N/A,King County
2249500367,Highland Drive,611,N/A,King County
2916600110,196th Place Southeast,26245,N/A,King County
3629921140,N/A,1681,N/A,King County
8682250090,234th Court Northeast,13134,N/A,King County
6929602605,20th Avenue South,1917,Zenith,King County
8550001515,Manzanita Beach Road Southwest,27708,Northilla,King County
1775800740,180th Place Northeast,18015,N/A,King County
1773101340,26th Avenue Southwest,5418,N/A,King County
5561710110,Southeast 231st Way,12910,Misty Meadows,King County
1115800110,N/A,6501,N/A,King County
2131701240,Northeast Park Street,15007,N/A,King County
8827901450,Northeast 57th Street,3409,Hawthorne Hills,King County
4302200336,17th Avenue Southwest,8635,Highland Park,King County
7550800916,30th Avenue Northwest,6215,Sunset Hill,King County
534000112,4th Avenue Northwest,9744A,Crown Hill,King County
3885801450,8th Avenue West,406,N/A,King County
522059013,106th Avenue Southeast,10635,N/A,King County
3342700405,Park Avenue North,3901,Kennydale,King County
9276201140,49th Avenue Southwest,2616,Admiral,King County
7972601280,7th Avenue Southwest,8110,Highland Park,King County
2734100734,Carleton Avenue South,6715,Van Asselt,King County
4022900077,42nd Avenue Northeast,20208,N/A,King County
1777600490,Southeast 43rd Street,15938,N/A,King County
2193310300,183rd Avenue Northeast,10614,N/A,King County
2322069168,Southeast 248th Street,25339,Daybreak at River Ridge,King County
7885800900,Southeast 281st Place,14208,N/A,King County
1545800090,Southeast 266th Street,21510,Cherokee Bay,King County
7131300025,Renton Avenue South,5101,Rainier Beach,King County
3221079055,307th Avenue Southeast,38207,N/A,King County
9184700535,36th Avenue,812,N/A,King County
1877500090,West Barrett Street,2876,N/A,King County
723049476,10th Avenue Southwest,11433,Mount View,King County
8556800100,Perry Court,2736,N/A,King County
9830200475,South Willow Street,5140,Brighton,King County
2525000690,Southeast 2nd Place,4212,South Union,King County
1891100090,128th Avenue Northeast,10512,N/A,King County
3447000100,Southeast 41st Place,15927,N/A,King County
1118001295,Broadmoor Drive East,1630,Broadmoor,King County
7968460110,Southeast 322nd Place,15611,Wynaco,King County
5101406489,Northeast 100th Street,1040,Victory Heights,King County
9275702350,Southwest Prescott Place,3700,Admiral,King County
7752000090,Northeast 27th Street,16205,N/A,King County
293000165,36th Avenue Southwest,7730,High Point,King County
7852100110,Southeast Jay Court,34516,N/A,King County
1311000600,39th Avenue South,28821,N/A,King County
1732800820,West Highland Drive,400,N/A,King County
7893203565,4th Place South,20421,North Hill,King County
2524049166,79th Avenue Southeast,7814,N/A,King County
9406550100,Southeast 264th Place,22729,Wilderness Glen,King County
3327000090,112th Place Southeast,32113,N/A,King County
1220000100,9th Avenue Southwest,15245,N/A,King County
1066600025,Southeast May Creek Park Drive,11645,N/A,King County
3626039228,2nd Avenue Northwest,9521,N/A,King County
7635801032,22nd Avenue Southwest,14429,Seahurst,King County
4364700600,Southwest Trenton Street,2902,N/A,King County
4364700600,Southwest Trenton Street,2902,N/A,King County
7774200236,21st Avenue Southwest,12024,Shorewood,King County
8025700590,Southeast 225th Street,11436,N/A,King County
7129302095,61st Avenue South,9772,Rainier Beach,King County
2997800076,59th Avenue Southwest,5766,Alki,King County
7740100015,Northeast 162nd Street,16200,N/A,King County
5279100625,3rd Avenue Northeast,270,N/A,King County
1126059144,154th Court Northeast,17701,N/A,King County
5409800110,23rd Avenue South,75,N/A,King County
7963900100,109th Avenue Northeast,1930,Ashwood,King County
9264910100,5th Avenue Southwest,32702,N/A,King County
8819900449,39th Avenue Northeast,5555,Laurelhurst,King County
1525059160,Northeast 52nd Lane,5269,N/A,King County
7526800100,West Lake Sammamish Parkway Northeast,N/A,N/A,King County
6385100100,South 262nd Place,1033,Woodmont,King County
2085200261,Upper Dorre Don Way Southeast,22809,The Highlands of Cedar River,King County
3522900061,Southwest Maple Way,4515,Morgan Junction,King County
2570500090,Northeast 203rd Street,7736,N/A,King County
5482700100,West Mercer Way,4433,Mercer Heights,King County
567000268,Yakima Avenue South,1120,N/A,King County
3649100315,74th Place Northeast,14830,N/A,King County
6821102352,31st Avenue West,3019,Lawton Park,King County
6072300110,126th Avenue Southeast,4911,N/A,King County
3223049131,2nd Place South,18021,N/A,King County
1068000110,West Viewmont Way West,2808,Carleton Park,King County
2600020100,Southeast 51st Place,13611,N/A,King County
5422500110,Northeast 138th Place,9222,Maple Glen,King County
4055700378,Northeast 125th Street,6301,N/A,King County
795000820,South 112th Street,316,N/A,King County
925059113,123rd Avenue Northeast,7560,N/A,King County
3275000090,127th Place Northeast,13912,N/A,King County
8946700100,129th Place Southeast,30125,N/A,King County
809002485,Newton Street,156,N/A,King County
5332200405,Washington Place East,1030,N/A,King County
1775950100,184th Avenue Northeast,17716,N/A,King County
9808700762,95th Avenue Northeast,4442,N/A,King County
1133000542,19th Avenue Northeast,13312,N/A,King County
7905200315,46th Avenue Southwest,3835,N/A,King County
3949600090,Northeast 202nd Place,7541,N/A,King County
9274201730,45th Avenue Southwest,4502,Admiral,King County
7883604065,8th Avenue South,8420,South Park,King County
1158700100,Northwest 178th Place,604,N/A,King County
7237500110,150th Place Southeast,8101,N/A,King County
8682280490,NE Vine Maple Way,24563,N/A,King County
